,ExpDate,Strike Price,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,Current Date,Implied volatility,Underlaying asset price,Expiration time
63,17-Mar-17,105,ABMD,Call,10.8,1.1,10.8,12.9,1,18,0.9999,7.00E-05,0.08007,-0.01604,0.00069,2/17/2017,0.1325,116.57,0.076659822
64,17-Mar-17,105,ABMD,Call,10.8,1.1,10.8,12.9,1,18,0.9999,7.00E-05,0.08007,-0.01604,0.00069,2/17/2017,0.1325,116.57,0.076659822
65,17-Mar-17,110,ABMD,Call,8.2,4.87,7.5,8.3,108,216,0.79972,0.03255,0.06534,-0.06571,0.07812,2/17/2017,0.177,116.57,0.076659822
66,17-Mar-17,110,ABMD,Call,8.2,4.87,7.5,8.3,108,216,0.79972,0.03255,0.06534,-0.06571,0.07812,2/17/2017,0.177,116.57,0.076659822
67,17-Mar-17,110,ABMD,Call,8.2,4.87,7.5,8.5,108,216,0.95464,0.01895,0.0798,-0.02559,0.03049,2/17/2017,0.177,116.57,0.076659822
68,17-Mar-17,110,ABMD,Call,8.2,4.87,7.5,8.5,108,216,0.95464,0.01895,0.0798,-0.02559,0.03049,2/17/2017,0.177,116.57,0.076659822
69,17-Mar-17,115,ABMD,Call,4,0.7,4.2,5,10,764,0.60036,0.0443,0.05013,-0.08169,0.12317,2/17/2017,0.21863,116.57,0.076659822
70,17-Mar-17,115,ABMD,Call,4,0.7,4.2,5,10,764,0.60036,0.0443,0.05013,-0.08169,0.12317,2/17/2017,0.21863,116.57,0.076659822
71,17-Mar-17,115,ABMD,Call,4,0.7,4.2,5,10,764,0.68284,0.0513,0.05812,-0.0628,0.12184,2/17/2017,0.21863,116.57,0.076659822
72,17-Mar-17,115,ABMD,Call,4,0.7,4.2,5,10,764,0.68284,0.0513,0.05812,-0.0628,0.12184,2/17/2017,0.21863,116.57,0.076659822
73,17-Mar-17,120,ABMD,Call,1.75,0.73,1.85,2.55,81,495,0.38545,0.04345,0.03271,-0.07596,0.12922,2/17/2017,0.25075,116.57,0.076659822
74,17-Mar-17,120,ABMD,Call,1.75,0.73,1.85,2.55,81,495,0.38545,0.04345,0.03271,-0.07596,0.12922,2/17/2017,0.25075,116.57,0.076659822
75,17-Mar-17,120,ABMD,Call,2.19,1.17,1.85,2.5,82,495,0.41031,0.05628,0.03558,-0.06249,0.12999,2/17/2017,0.25075,116.57,0.076659822
76,17-Mar-17,120,ABMD,Call,2.19,1.17,1.85,2.5,82,495,0.41031,0.05628,0.03558,-0.06249,0.12999,2/17/2017,0.25075,116.57,0.076659822
77,17-Mar-17,125,ABMD,Call,1.05,0.4,1.05,1.15,773,364,0.20836,0.0323,0.01789,-0.05589,0.09015,2/17/2017,0.25022,116.57,0.076659822
78,17-Mar-17,125,ABMD,Call,1.05,0.4,1.05,1.15,773,364,0.20836,0.0323,0.01789,-0.05589,0.09015,2/17/2017,0.25022,116.57,0.076659822
79,17-Mar-17,125,ABMD,Call,1.04,0.39,0.7,1.25,774,364,0.21778,0.03707,0.01898,-0.05223,0.0909,2/17/2017,0.25022,116.57,0.076659822
80,17-Mar-17,125,ABMD,Call,1.04,0.39,0.7,1.25,774,364,0.21778,0.03707,0.01898,-0.05223,0.0909,2/17/2017,0.25022,116.57,0.076659822
81,17-Mar-17,105,ABMD,Put,1.07,0.07,0.45,0.8,10,681,-0.10606,0.01773,-0.00878,-0.03742,0.07548,2/17/2017,0.36407,116.57,0.076659822
82,17-Mar-17,105,ABMD,Put,1.07,0.07,0.45,0.8,10,681,-0.10606,0.01773,-0.00878,-0.03742,0.07548,2/17/2017,0.36407,116.57,0.076659822
83,17-Mar-17,105,ABMD,Put,1.07,0.07,0.45,0.8,10,681,-0.10797,0.01606,-0.0091,-0.04241,0.0762,2/17/2017,0.36407,116.57,0.076659822
84,17-Mar-17,105,ABMD,Put,1.07,0.07,0.45,0.8,10,681,-0.10797,0.01606,-0.0091,-0.04241,0.0762,2/17/2017,0.36407,116.57,0.076659822
85,17-Mar-17,120,ABMD,Put,6.7,-5.7,5.2,5.9,5,20,-0.62171,0.04409,-0.04511,-0.06071,0.12834,2/17/2017,0.30744,116.57,0.076659822
86,17-Mar-17,120,ABMD,Put,6.7,-5.7,5.2,5.9,5,20,-0.62171,0.04409,-0.04511,-0.06071,0.12834,2/17/2017,0.30744,116.57,0.076659822
87,17-Mar-17,120,ABMD,Put,6.7,-5.7,5.2,5.9,5,20,-0.55188,0.03743,-0.0414,-0.08064,0.12848,2/17/2017,0.30744,116.57,0.076659822
88,17-Mar-17,120,ABMD,Put,6.7,-5.7,5.2,5.9,5,20,-0.55188,0.03743,-0.0414,-0.08064,0.12848,2/17/2017,0.30744,116.57,0.076659822
89,16-Jun-17,110,ABMD,Call,12.2,6.2,11.9,13.6,5,131,0.69793,0.01824,0.22485,-0.04301,0.23944,2/17/2017,0.2866,116.57,0.325804244
90,16-Jun-17,110,ABMD,Call,12.2,6.2,11.9,13.6,5,131,0.69793,0.01824,0.22485,-0.04301,0.23944,2/17/2017,0.2866,116.57,0.325804244
91,16-Jun-17,110,ABMD,Call,12.2,6.2,11.9,13.6,5,131,0.72336,0.01787,0.23524,-0.0417,0.23875,2/17/2017,0.2866,116.57,0.325804244
92,16-Jun-17,110,ABMD,Call,12.2,6.2,11.9,13.6,5,131,0.72336,0.01787,0.23524,-0.0417,0.23875,2/17/2017,0.2866,116.57,0.325804244
93,16-Jun-17,120,ABMD,Call,7.2,0.5,6.8,8,5,503,0.50771,0.01966,0.16829,-0.04842,0.26211,2/17/2017,0.24844,116.57,0.325804244
94,16-Jun-17,120,ABMD,Call,7.2,0.5,6.8,8,5,503,0.50771,0.01966,0.16829,-0.04842,0.26211,2/17/2017,0.24844,116.57,0.325804244
95,16-Jun-17,120,ABMD,Call,7.2,0.5,6.8,8,5,503,0.5269,0.0208,0.17748,-0.04725,0.26244,2/17/2017,0.24844,116.57,0.325804244
96,16-Jun-17,120,ABMD,Call,7.2,0.5,6.8,8,5,503,0.5269,0.0208,0.17748,-0.04725,0.26244,2/17/2017,0.24844,116.57,0.325804244
97,16-Jun-17,125,ABMD,Call,5.65,1.2,4.9,6.3,13,20,0.42957,0.01757,0.14223,-0.04917,0.27148,2/17/2017,0.27439,116.57,0.325804244
98,16-Jun-17,125,ABMD,Call,5.65,1.2,4.9,6.3,13,20,0.42957,0.01757,0.14223,-0.04917,0.27148,2/17/2017,0.27439,116.57,0.325804244
99,16-Jun-17,125,ABMD,Call,5.65,1.2,4.9,6.3,13,20,0.41499,0.02219,0.14363,-0.03998,0.27607,2/17/2017,0.27439,116.57,0.325804244
100,16-Jun-17,125,ABMD,Call,5.65,1.2,4.9,6.3,13,20,0.41499,0.02219,0.14363,-0.03998,0.27607,2/17/2017,0.27439,116.57,0.325804244
101,16-Jun-17,110,ABMD,Put,6.46,-2.62,5.6,7.2,6,15,-0.33909,0.01436,-0.12903,-0.04063,0.24334,2/17/2017,0.43115,116.57,0.325804244
102,16-Jun-17,110,ABMD,Put,6.46,-2.62,5.6,7.2,6,15,-0.33909,0.01436,-0.12903,-0.04063,0.24334,2/17/2017,0.43115,116.57,0.325804244
103,16-Jun-17,110,ABMD,Put,6.4,-2.68,5.6,7.2,7,15,-0.32842,0.01305,-0.12818,-0.04375,0.24422,2/17/2017,0.43115,116.57,0.325804244
104,16-Jun-17,110,ABMD,Put,6.4,-2.68,5.6,7.2,7,15,-0.32842,0.01305,-0.12818,-0.04375,0.24422,2/17/2017,0.43115,116.57,0.325804244
105,17-Mar-17,2.5,AXAS,Call,0.1,0.04,0.05,0.1,30,2360,0.34455,1,0.00055,-0.00282,0.00261,2/17/2017,0.5625,2.31,0.076659822
106,17-Mar-17,2.5,AXAS,Call,0.1,0.04,0.05,0.1,30,2360,0.34455,1,0.00055,-0.00282,0.00261,2/17/2017,0.5625,2.31,0.076659822
107,17-Mar-17,2.5,AXAS,Call,0.1,0.04,0.05,0.1,30,2360,0.35021,1,0.00056,-0.00283,0.00261,2/17/2017,0.5625,2.31,0.076659822
108,17-Mar-17,2.5,AXAS,Call,0.1,0.04,0.05,0.1,30,2360,0.35021,1,0.00056,-0.00283,0.00261,2/17/2017,0.5625,2.31,0.076659822
109,17-Mar-17,2.5,AXAS,Put,0.23,0.03,0.2,0.55,2000,206,-0.58438,0.76615,-0.00102,-0.0039,0.00258,2/17/2017,0.75631,2.31,0.076659822
110,17-Mar-17,2.5,AXAS,Put,0.23,0.03,0.2,0.55,2000,206,-0.58438,0.76615,-0.00102,-0.0039,0.00258,2/17/2017,0.75631,2.31,0.076659822
111,17-Mar-17,2.5,AXAS,Put,0.23,0.03,0.2,0.55,2000,206,-0.59475,0.82386,-0.00101,-0.00357,0.00259,2/17/2017,0.75631,2.31,0.076659822
112,17-Mar-17,2.5,AXAS,Put,0.23,0.03,0.2,0.55,2000,206,-0.59475,0.82386,-0.00101,-0.00357,0.00259,2/17/2017,0.75631,2.31,0.076659822
113,16-Jun-17,12.5,CAFD,Call,1.33,0.18,1.15,1.5,10,3169,0.75046,0.17646,0.0283,-0.00417,0.02671,2/17/2017,0.24458,13.4,0.325804244
114,16-Jun-17,12.5,CAFD,Call,1.33,0.18,1.15,1.5,10,3169,0.75046,0.17646,0.0283,-0.00417,0.02671,2/17/2017,0.24458,13.4,0.325804244
115,16-Jun-17,105,ABMD,Put,4.75,-2.08,4.1,5.4,1,61,-0.25996,0.01177,-0.09762,-0.03992,0.23557,2/17/2017,0.42929,116.57,0.325804244
116,16-Jun-17,105,ABMD,Put,4.75,-2.08,4.1,5.4,1,61,-0.25996,0.01177,-0.09762,-0.03992,0.23557,2/17/2017,0.42929,116.57,0.325804244
117,16-Jun-17,2.5,AXAS,Call,0.25,-0.1,0.25,0.3,158,524,0.50707,0.49733,0.00294,-0.00171,0.00526,2/17/2017,0.62259,2.31,0.325804244
118,15-Sep-17,2.5,AXAS,Call,0.4,0.01,0.35,0.4,260,463,0.56035,0.36096,0.00514,-0.00136,0.00683,2/17/2017,0.64162,2.31,0.574948665
119,17-Mar-17,60,ACIA,Call,8.65,1.65,8.4,8.7,81,962,0.77141,0.02804,0.03284,-0.08037,0.0668,2/17/2017,0.74907,66.580002,0.076659822
120,17-Mar-17,65,ACIA,Call,5.8,1.1,5.5,5.8,354,3222,0.60007,0.03427,0.02632,-0.09864,0.07023,2/17/2017,0.69073,66.580002,0.076659822
121,17-Mar-17,70,ACIA,Call,3.7,1.1,3.7,3.8,149,652,0.43862,0.03388,0.01968,-0.09898,0.07352,2/17/2017,0.78464,66.580002,0.076659822
122,17-Mar-17,60,ACIA,Put,2.4,-0.86,2.3,2.5,123,537,-0.27936,0.02209,-0.01418,-0.10442,0.067,2/17/2017,0.74841,66.580002,0.076659822
123,17-Mar-17,65,ACIA,Put,4.6,-1.23,4.4,4.9,69,2959,-0.40601,0.0269,-0.02156,-0.1176,0.07017,2/17/2017,0.7074,66.580002,0.076659822
124,17-Mar-17,70,ACIA,Put,7.9,-0.57,7.3,8.4,11,39,-0.52302,0.02511,-0.02588,-0.12835,0.07309,2/17/2017,0.774,66.580002,0.076659822
125,19-May-17,60,ACIA,Call,11.22,1.22,10.7,11.8,12,229,0.71198,0.01846,0.08959,-0.04561,0.11868,2/17/2017,0.63262,66.580002,0.249144422
126,19-May-17,65,ACIA,Call,8.74,0.84,8.3,9.2,33,449,0.60766,0.02172,0.07975,-0.05075,0.12514,2/17/2017,0.65558,66.580002,0.249144422
127,19-May-17,70,ACIA,Call,6.7,1.1,6.3,7.2,244,890,0.50461,0.02245,0.0681,-0.05037,0.13143,2/17/2017,0.64053,66.580002,0.249144422
128,19-May-17,60,ACIA,Put,6.3,-0.1,5.9,6.6,11,642,-0.31396,0.01315,-0.06086,-0.05762,0.11841,2/17/2017,0.77642,66.580002,0.249144422
129,19-May-17,70,ACIA,Put,11.9,-1.1,11.4,12.3,5,111,-0.47294,0.01754,-0.07934,-0.05506,0.13029,2/17/2017,0.8097,66.580002,0.249144422
130,18-Aug-17,60,ACIA,Call,13.2,0.7,12.4,13.6,17,550,0.70959,0.01548,0.16981,-0.02932,0.16465,2/17/2017,0.47093,66.580002,0.498288843
131,18-Aug-17,70,ACIA,Call,9,1.76,8.2,9.2,33,966,0.55149,0.01631,0.13672,-0.036,0.18294,2/17/2017,0.50805,66.580002,0.498288843
132,18-Aug-17,60,ACIA,Put,9.5,-0.7,8.9,10.1,5,522,-0.30976,0.01106,-0.12616,-0.0329,0.16444,2/17/2017,0.68298,66.580002,0.498288843
133,19-Jan-18,65,ACIA,Call,13.2,0.9,12.4,14.6,10,96,0.64554,0.01513,0.28334,-0.0217,0.23194,2/17/2017,0.44281,66.580002,0.919917864
134,19-Jan-18,70,ACIA,Call,10.9,-1.82,10.4,12.4,10,105,0.5774,0.01521,0.25775,-0.02245,0.24558,2/17/2017,0.44422,66.580002,0.919917864
135,19-Jan-18,60,ACIA,Put,12.5,0.35,11.8,13.2,5,270,-0.29166,0.00743,-0.24715,-0.02462,0.21405,2/17/2017,0.63107,66.580002,0.919917864
136,17-Mar-17,40,ACHC,Call,3.49,0.21,3.3,3.8,4,1335,0.99968,0.00011,0.03049,-0.00628,0.00039,2/17/2017,0.1325,42.59,0.076659822
137,17-Mar-17,45,ACHC,Call,1.1,0.1,1,1.2,124,181,0.9988,0.00053,0.03426,-0.00743,0.00041,2/17/2017,0.43483,42.59,0.076659822
138,17-Mar-17,40,ACHC,Put,1.05,-0.2,0.85,1.25,8,436,-0.11396,0.00701,-0.00634,-0.10672,0,2/17/2017,1.625,42.59,0.076659822
139,16-Jun-17,45,ACHC,Call,2.72,0.52,2.6,2.85,6395,51,0.96077,0.0068,0.1355,-0.0114,0.0291,2/17/2017,0.35728,42.59,0.325804244
140,24-Feb-17,38,ACAD,Call,1.88,-0.12,1.4,3.3,2,52,0.69076,0.09547,0.00477,-0.11215,0.02078,2/17/2017,0.65888,39.279999,0.019164956
141,24-Feb-17,39,ACAD,Call,1.4,-0.6,1.25,2,62,310,0.59588,0.12324,0.00421,-0.10607,0.0211,2/17/2017,0.76115,39.279999,0.019164956
142,24-Feb-17,40,ACAD,Call,1,-0.05,0.85,1.55,83,60,0.48013,0.12011,0.00341,-0.11786,0.02144,2/17/2017,0.60579,39.279999,0.019164956
143,24-Feb-17,42,ACAD,Call,0.5,-0.5,0.2,0.85,1,3,0.25555,0.1023,0.00185,-0.09132,0.01475,2/17/2017,0.90203,39.279999,0.019164956
144,24-Feb-17,36,ACAD,Put,0.3,-0.85,0.15,0.9,40,1,-0.1989,0.05904,-0.00152,-0.11251,0.01345,2/17/2017,1.0157,39.279999,0.019164956
145,24-Feb-17,37,ACAD,Put,0.75,-0.45,0.3,0.9,10,11,-0.23443,0.07761,-0.00162,-0.10997,0.01863,2/17/2017,0.67008,39.279999,0.019164956
146,24-Feb-17,37.5,ACAD,Put,0.7,-0.05,0.5,1.3,30,5,-0.30377,0.07283,-0.00214,-0.13838,0.02064,2/17/2017,0.82746,39.279999,0.019164956
147,24-Feb-17,38,ACAD,Put,0.85,-0.1,0.65,1.45,20,44,-0.34114,0.07783,-0.00245,-0.14085,0.0208,2/17/2017,0.7017,39.279999,0.019164956
148,17-Mar-17,25,AXDX,Call,2,-0.2,1.65,2.25,207,199,0.5951,0.0699,0.00964,-0.04859,0.02697,2/17/2017,0.89863,23.15,0.076659822
149,17-Mar-17,22.5,AXDX,Put,2.4,0.2,2.35,2.9,17,117,-0.29753,0.03305,-0.0068,-0.07347,0,2/17/2017,1.59951,23.15,0.076659822
150,19-May-17,25,AXDX,Call,3.32,-0.99,3,4,22,127,0.60894,0.04822,0.02959,-0.02255,0.04801,2/17/2017,0.86397,23.15,0.249144422
151,18-Aug-17,22.5,AXDX,Put,4,-0.9,3.6,6.4,3,53,-0.28273,0.01787,-0.05388,-0.01916,0,2/17/2017,0.95443,23.15,0.498288843
152,17-Mar-17,15,ACET,Put,0.25,-0.2,0.05,0.6,2,77,-0.33909,0.26666,-0.00372,-0.00971,0.01612,2/17/2017,0.32886,15.71,0.076659822
153,19-May-17,15,ACET,Put,0.9,-0.05,0.8,1.05,3,186,-0.38037,0.1402,-0.01408,-0.00607,0.02896,2/17/2017,0.36716,15.71,0.249144422
154,18-Aug-17,15,ACET,Put,1.15,-0.2,1.05,1.45,2,30,-0.37822,0.10459,-0.02715,-0.00394,0.04052,2/17/2017,0.40478,15.71,0.498288843
155,17-Mar-17,22.5,AKAO,Call,2.05,0.25,1.8,2.15,115,83,0.56811,0.09786,0.00849,-0.03691,0.02417,2/17/2017,0.67476,22.68,0.076659822
